,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,WHH,WHD,WHA,H_ATT,H_MID,H_DEF,H_OVR,A_ATT,A_MID,A_DEF,A_OVR
96,2008/2009,29/10/08,Man United,West Ham,2.0,0.0,H,2.0,0.0,H,P Walton,21.0,4.0,12.0,1.0,10.0,9.0,3.0,1.0,1.0,2.0,0.0,0.0,1.2,5.0,11.0,86.0,85.0,84.0,84.0,76.0,76.0,76.0,76.0
97,2008/2009,29/10/08,Middlesbrough,Man City,2.0,0.0,H,0.0,0.0,D,L Mason,5.0,13.0,3.0,8.0,10.0,15.0,3.0,3.0,1.0,3.0,0.0,0.0,2.5,3.25,2.4,80.0,75.0,73.0,74.0,82.0,79.0,78.0,79.0
98,2008/2009,29/10/08,Stoke,Sunderland,1.0,0.0,H,0.0,0.0,D,C Foy,9.0,9.0,6.0,4.0,10.0,8.0,4.0,4.0,2.0,1.0,0.0,0.0,2.4,3.1,2.6,75.0,68.0,67.0,70.0,78.0,74.0,72.0,75.0
99,2008/2009,01/11/08,Chelsea,Sunderland,5.0,0.0,H,3.0,0.0,H,M Atkinson,17.0,1.0,11.0,0.0,5.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,1.2,6.0,15.0,87.0,85.0,84.0,84.0,78.0,74.0,72.0,75.0
100,2008/2009,01/11/08,Everton,Fulham,1.0,0.0,H,0.0,0.0,D,L Mason,9.0,15.0,4.0,5.0,11.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,1.73,3.5,5.0,82.0,75.0,78.0,78.0,80.0,74.0,72.0,74.0
101,2008/2009,01/11/08,Man United,Hull,4.0,3.0,H,3.0,1.0,H,M Dean,20.0,11.0,11.0,7.0,12.0,13.0,9.0,1.0,2.0,2.0,0.0,0.0,1.17,6.5,19.0,86.0,85.0,84.0,84.0,70.0,68.0,68.0,71.0
102,2008/2009,01/11/08,Middlesbrough,West Ham,1.0,1.0,D,0.0,1.0,A,A Marriner,11.0,13.0,7.0,8.0,10.0,14.0,5.0,4.0,3.0,4.0,0.0,0.0,2.05,3.3,3.6,80.0,75.0,73.0,74.0,76.0,76.0,76.0,76.0
103,2008/2009,01/11/08,Portsmouth,Wigan,1.0,2.0,A,0.0,1.0,A,P Walton,16.0,12.0,8.0,8.0,9.0,11.0,9.0,6.0,0.0,3.0,0.0,0.0,2.0,3.3,3.8,78.0,79.0,76.0,76.0,75.0,74.0,71.0,73.0
104,2008/2009,01/11/08,Stoke,Arsenal,2.0,1.0,H,1.0,0.0,H,R Styles,7.0,13.0,5.0,6.0,11.0,7.0,3.0,5.0,4.0,2.0,0.0,1.0,8.0,4.5,1.4,75.0,68.0,67.0,70.0,85.0,83.0,83.0,81.0
105,2008/2009,01/11/08,Tottenham,Liverpool,2.0,1.0,H,0.0,1.0,A,P Dowd,8.0,14.0,4.0,6.0,18.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,3.5,3.3,2.1,80.0,80.0,79.0,79.0,85.0,83.0,80.0,81.0
106,2008/2009,01/11/08,West Brom,Blackburn,2.0,2.0,D,0.0,1.0,A,M Jones,15.0,9.0,8.0,5.0,13.0,18.0,2.0,3.0,3.0,2.0,0.0,1.0,2.4,3.3,2.9,68.0,71.0,69.0,71.0,78.0,76.0,76.0,76.0
107,2008/2009,02/11/08,Bolton,Man City,2.0,0.0,H,0.0,0.0,D,M Riley,20.0,11.0,12.0,6.0,15.0,20.0,6.0,1.0,1.0,1.0,0.0,0.0,3.25,3.25,2.25,75.0,75.0,72.0,74.0,82.0,79.0,78.0,79.0
108,2008/2009,03/11/08,Newcastle,Aston Villa,2.0,0.0,H,0.0,0.0,D,S Bennett,11.0,6.0,7.0,1.0,13.0,21.0,2.0,6.0,4.0,3.0,0.0,0.0,3.1,3.3,2.3,81.0,76.0,76.0,76.0,81.0,81.0,77.0,78.0
109,2008/2009,08/11/08,Arsenal,Man United,2.0,1.0,H,1.0,0.0,H,H Webb,11.0,17.0,7.0,9.0,16.0,7.0,5.0,6.0,3.0,2.0,0.0,0.0,3.1,3.1,2.4,85.0,83.0,83.0,81.0,86.0,85.0,84.0,84.0
110,2008/2009,08/11/08,Hull,Bolton,0.0,1.0,A,0.0,0.0,D,A Wiley,16.0,10.0,11.0,6.0,15.0,10.0,6.0,7.0,1.0,2.0,0.0,0.0,2.2,3.2,3.4,70.0,68.0,68.0,71.0,75.0,75.0,72.0,74.0
111,2008/2009,08/11/08,Liverpool,West Brom,3.0,0.0,H,2.0,0.0,H,P Walton,11.0,4.0,10.0,2.0,10.0,8.0,3.0,7.0,2.0,1.0,0.0,0.0,1.22,5.5,15.0,85.0,83.0,80.0,81.0,68.0,71.0,69.0,71.0
112,2008/2009,08/11/08,Sunderland,Portsmouth,1.0,2.0,A,1.0,0.0,H,S Bennett,9.0,10.0,6.0,5.0,8.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,2.3,3.3,3.1,78.0,74.0,72.0,75.0,78.0,79.0,76.0,76.0
113,2008/2009,08/11/08,West Ham,Everton,1.0,3.0,A,0.0,0.0,D,M Halsey,15.0,12.0,13.0,7.0,9.0,10.0,9.0,4.0,1.0,1.0,0.0,0.0,2.5,3.3,2.8,76.0,76.0,76.0,76.0,82.0,75.0,78.0,78.0
114,2008/2009,08/11/08,Wigan,Stoke,0.0,0.0,D,0.0,0.0,D,M Riley,22.0,2.0,14.0,1.0,10.0,12.0,6.0,3.0,1.0,3.0,0.0,0.0,1.73,3.5,5.0,75.0,74.0,71.0,73.0,75.0,68.0,67.0,70.0
115,2008/2009,09/11/08,Aston Villa,Middlesbrough,1.0,2.0,A,1.0,1.0,D,R Styles,14.0,15.0,9.0,8.0,13.0,5.0,7.0,4.0,2.0,2.0,0.0,0.0,1.67,3.8,5.0,81.0,81.0,77.0,78.0,80.0,75.0,73.0,74.0
116,2008/2009,09/11/08,Blackburn,Chelsea,0.0,2.0,A,0.0,1.0,A,C Foy,8.0,18.0,3.0,13.0,14.0,11.0,5.0,9.0,2.0,1.0,0.0,0.0,7.5,4.2,1.44,78.0,76.0,76.0,76.0,87.0,85.0,84.0,84.0
117,2008/2009,09/11/08,Fulham,Newcastle,2.0,1.0,H,1.0,0.0,H,M Atkinson,11.0,13.0,6.0,7.0,13.0,11.0,6.0,1.0,2.0,2.0,0.0,0.0,2.38,3.25,3.0,80.0,74.0,72.0,74.0,81.0,76.0,76.0,76.0
118,2008/2009,09/11/08,Man City,Tottenham,1.0,2.0,A,1.0,1.0,D,M Dean,9.0,14.0,7.0,9.0,12.0,13.0,4.0,5.0,1.0,2.0,2.0,1.0,2.15,3.3,3.4,82.0,79.0,78.0,79.0,80.0,80.0,79.0,79.0
119,2008/2009,15/11/08,Arsenal,Aston Villa,0.0,2.0,A,0.0,0.0,D,M Riley,11.0,9.0,8.0,6.0,9.0,22.0,8.0,5.0,2.0,4.0,0.0,0.0,1.53,3.75,7.0,85.0,83.0,83.0,81.0,81.0,81.0,77.0,78.0
120,2008/2009,15/11/08,Blackburn,Sunderland,1.0,2.0,A,1.0,0.0,H,S Tanner,16.0,10.0,8.0,6.0,9.0,9.0,11.0,9.0,3.0,4.0,0.0,0.0,2.05,3.3,3.6,78.0,76.0,76.0,76.0,78.0,74.0,72.0,75.0
121,2008/2009,15/11/08,Bolton,Liverpool,0.0,2.0,A,0.0,1.0,A,R Styles,15.0,15.0,9.0,6.0,7.0,7.0,7.0,3.0,1.0,1.0,0.0,0.0,6.0,3.8,1.57,75.0,75.0,72.0,74.0,85.0,83.0,80.0,81.0
122,2008/2009,15/11/08,Fulham,Tottenham,2.0,1.0,H,1.0,0.0,H,A Wiley,16.0,7.0,14.0,3.0,2.0,10.0,10.0,3.0,1.0,0.0,0.0,0.0,3.1,3.3,2.3,80.0,74.0,72.0,74.0,80.0,80.0,79.0,79.0
123,2008/2009,15/11/08,Man United,Stoke,5.0,0.0,H,2.0,0.0,H,P Walton,21.0,3.0,15.0,1.0,5.0,15.0,3.0,0.0,1.0,2.0,0.0,0.0,1.14,7.5,19.0,86.0,85.0,84.0,84.0,75.0,68.0,67.0,70.0
124,2008/2009,15/11/08,Newcastle,Wigan,2.0,2.0,D,0.0,1.0,A,A Marriner,17.0,12.0,9.0,7.0,9.0,12.0,4.0,10.0,1.0,3.0,0.0,1.0,2.05,3.25,3.75,81.0,76.0,76.0,76.0,75.0,74.0,71.0,73.0
125,2008/2009,15/11/08,West Brom,Chelsea,0.0,3.0,A,0.0,3.0,A,S Bennett,13.0,15.0,3.0,9.0,7.0,10.0,3.0,10.0,0.0,3.0,0.0,0.0,11.0,5.0,1.3,68.0,71.0,69.0,71.0,87.0,85.0,84.0,84.0
126,2008/2009,15/11/08,West Ham,Portsmouth,0.0,0.0,D,0.0,0.0,D,M Atkinson,11.0,11.0,5.0,7.0,6.0,11.0,8.0,7.0,0.0,1.0,0.0,0.0,2.5,3.2,2.88,76.0,76.0,76.0,76.0,78.0,79.0,76.0,76.0
127,2008/2009,16/11/08,Everton,Middlesbrough,1.0,1.0,D,0.0,1.0,A,H Webb,15.0,11.0,7.0,3.0,11.0,13.0,11.0,1.0,0.0,2.0,0.0,0.0,1.83,3.4,4.5,82.0,75.0,78.0,78.0,80.0,75.0,73.0,74.0
128,2008/2009,16/11/08,Hull,Man City,2.0,2.0,D,1.0,2.0,A,P Dowd,11.0,12.0,6.0,8.0,15.0,16.0,3.0,6.0,2.0,3.0,0.0,0.0,2.9,3.3,2.4,70.0,68.0,68.0,71.0,82.0,79.0,78.0,79.0
129,2008/2009,22/11/08,Aston Villa,Man United,0.0,0.0,D,0.0,0.0,D,C Foy,10.0,12.0,7.0,7.0,12.0,15.0,3.0,6.0,1.0,0.0,0.0,0.0,4.2,3.4,1.75,81.0,81.0,77.0,78.0,86.0,85.0,84.0,84.0
130,2008/2009,22/11/08,Chelsea,Newcastle,0.0,0.0,D,0.0,0.0,D,P Dowd,25.0,2.0,14.0,0.0,12.0,13.0,8.0,1.0,0.0,2.0,0.0,0.0,1.2,5.5,12.0,87.0,85.0,84.0,84.0,81.0,76.0,76.0,76.0
131,2008/2009,22/11/08,Liverpool,Fulham,0.0,0.0,D,0.0,0.0,D,M Halsey,18.0,6.0,7.0,6.0,7.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,1.22,5.25,11.0,85.0,83.0,80.0,81.0,80.0,74.0,72.0,74.0
132,2008/2009,22/11/08,Man City,Arsenal,3.0,0.0,H,1.0,0.0,H,A Wiley,12.0,11.0,8.0,5.0,16.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,3.4,3.25,2.0,82.0,79.0,78.0,79.0,85.0,83.0,83.0,81.0
133,2008/2009,22/11/08,Middlesbrough,Bolton,1.0,3.0,A,0.0,2.0,A,M Atkinson,18.0,11.0,5.0,5.0,10.0,15.0,8.0,0.0,2.0,5.0,0.0,0.0,1.9,3.25,3.75,80.0,75.0,73.0,74.0,75.0,75.0,72.0,74.0
134,2008/2009,22/11/08,Portsmouth,Hull,2.0,2.0,D,1.0,0.0,H,S Attwell,14.0,13.0,7.0,6.0,13.0,13.0,7.0,7.0,2.0,1.0,0.0,0.0,1.8,3.25,4.2,78.0,79.0,76.0,76.0,70.0,68.0,68.0,71.0
135,2008/2009,22/11/08,Stoke,West Brom,1.0,0.0,H,0.0,0.0,D,L Mason,9.0,8.0,7.0,2.0,9.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,2.1,3.2,3.2,75.0,68.0,67.0,70.0,68.0,71.0,69.0,71.0
136,2008/2009,23/11/08,Sunderland,West Ham,0.0,1.0,A,0.0,1.0,A,M Dean,17.0,10.0,6.0,5.0,13.0,16.0,4.0,2.0,2.0,1.0,0.0,0.0,2.1,3.2,3.2,78.0,74.0,72.0,75.0,76.0,76.0,76.0,76.0
137,2008/2009,23/11/08,Tottenham,Blackburn,1.0,0.0,H,1.0,0.0,H,H Webb,16.0,9.0,7.0,6.0,15.0,15.0,6.0,6.0,2.0,3.0,0.0,1.0,1.7,3.4,4.5,80.0,80.0,79.0,79.0,78.0,76.0,76.0,76.0
138,2008/2009,24/11/08,Wigan,Everton,1.0,0.0,H,0.0,0.0,D,R Styles,12.0,7.0,6.0,2.0,8.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,2.5,3.2,2.6,75.0,74.0,71.0,73.0,82.0,75.0,78.0,78.0
139,2008/2009,29/11/08,Aston Villa,Fulham,0.0,0.0,D,0.0,0.0,D,M Jones,12.0,5.0,4.0,2.0,9.0,16.0,11.0,4.0,0.0,2.0,0.0,0.0,1.57,3.5,5.0,81.0,81.0,77.0,78.0,80.0,74.0,72.0,74.0
140,2008/2009,29/11/08,Middlesbrough,Newcastle,0.0,0.0,D,0.0,0.0,D,A Wiley,14.0,10.0,7.0,5.0,9.0,7.0,7.0,2.0,1.0,1.0,0.0,0.0,2.1,3.1,3.1,80.0,75.0,73.0,74.0,81.0,76.0,76.0,76.0
141,2008/2009,29/11/08,Stoke,Hull,1.0,1.0,D,0.0,1.0,A,K Stroud,10.0,6.0,5.0,5.0,17.0,20.0,5.0,3.0,2.0,3.0,0.0,0.0,2.25,3.2,2.75,75.0,68.0,67.0,70.0,70.0,68.0,68.0,71.0
142,2008/2009,29/11/08,Sunderland,Bolton,1.0,4.0,A,1.0,3.0,A,C Foy,14.0,11.0,9.0,6.0,9.0,6.0,5.0,6.0,4.0,0.0,0.0,0.0,2.25,3.2,2.75,78.0,74.0,72.0,75.0,75.0,75.0,72.0,74.0
143,2008/2009,29/11/08,Wigan,West Brom,2.0,1.0,H,0.0,0.0,D,P Dowd,17.0,17.0,9.0,9.0,10.0,7.0,6.0,8.0,0.0,2.0,0.0,0.0,1.83,3.2,3.75,75.0,74.0,71.0,73.0,68.0,71.0,69.0,71.0
144,2008/2009,30/11/08,Chelsea,Arsenal,1.0,2.0,A,1.0,0.0,H,M Dean,12.0,9.0,5.0,6.0,18.0,16.0,3.0,2.0,2.0,0.0,0.0,0.0,1.67,3.3,4.5,87.0,85.0,84.0,84.0,85.0,83.0,83.0,81.0
145,2008/2009,30/11/08,Man City,Man United,0.0,1.0,A,0.0,1.0,A,H Webb,10.0,12.0,1.0,8.0,17.0,15.0,3.0,8.0,2.0,5.0,0.0,1.0,4.33,3.2,1.73,82.0,79.0,78.0,79.0,86.0,85.0,84.0,84.0
146,2008/2009,30/11/08,Portsmouth,Blackburn,3.0,2.0,H,0.0,0.0,D,M Halsey,9.0,10.0,6.0,2.0,5.0,12.0,8.0,10.0,0.0,1.0,0.0,0.0,2.0,3.2,3.2,78.0,79.0,76.0,76.0,78.0,76.0,76.0,76.0
147,2008/2009,30/11/08,Tottenham,Everton,0.0,1.0,A,0.0,0.0,D,S Bennett,14.0,8.0,6.0,6.0,9.0,16.0,5.0,1.0,1.0,3.0,0.0,0.0,1.95,3.25,3.3,80.0,80.0,79.0,79.0,82.0,75.0,78.0,78.0
148,2008/2009,01/12/08,Liverpool,West Ham,0.0,0.0,D,0.0,0.0,D,P Walton,21.0,7.0,8.0,3.0,5.0,7.0,17.0,5.0,1.0,1.0,0.0,0.0,1.29,4.33,8.5,85.0,83.0,80.0,81.0,76.0,76.0,76.0,76.0
149,2008/2009,06/12/08,Arsenal,Wigan,1.0,0.0,H,1.0,0.0,H,S Bennett,11.0,10.0,4.0,4.0,13.0,13.0,8.0,3.0,1.0,2.0,0.0,0.0,1.3,5.0,11.0,85.0,83.0,83.0,81.0,75.0,74.0,71.0,73.0
150,2008/2009,06/12/08,Blackburn,Liverpool,1.0,3.0,A,0.0,0.0,D,A Marriner,7.0,10.0,3.0,6.0,11.0,9.0,5.0,6.0,2.0,2.0,0.0,0.0,5.5,3.5,1.67,78.0,76.0,76.0,76.0,85.0,83.0,80.0,81.0
151,2008/2009,06/12/08,Bolton,Chelsea,0.0,2.0,A,0.0,2.0,A,H Webb,21.0,11.0,11.0,7.0,14.0,16.0,10.0,2.0,2.0,1.0,0.0,0.0,7.0,4.0,1.5,75.0,75.0,72.0,74.0,87.0,85.0,84.0,84.0
152,2008/2009,06/12/08,Fulham,Man City,1.0,1.0,D,1.0,1.0,D,R Styles,12.0,15.0,8.0,7.0,6.0,5.0,9.0,7.0,2.0,1.0,0.0,0.0,2.6,3.2,2.7,80.0,74.0,72.0,74.0,82.0,79.0,78.0,79.0
153,2008/2009,06/12/08,Hull,Middlesbrough,2.0,1.0,H,0.0,0.0,D,S Tanner,17.0,9.0,7.0,7.0,10.0,8.0,8.0,6.0,1.0,1.0,0.0,1.0,2.4,3.3,2.9,70.0,68.0,68.0,71.0,80.0,75.0,73.0,74.0
154,2008/2009,06/12/08,Man United,Sunderland,1.0,0.0,H,0.0,0.0,D,M Halsey,27.0,2.0,15.0,2.0,8.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,1.17,6.5,19.0,86.0,85.0,84.0,84.0,78.0,74.0,72.0,75.0
155,2008/2009,06/12/08,Newcastle,Stoke,2.0,2.0,D,2.0,0.0,H,M Riley,9.0,12.0,6.0,4.0,10.0,17.0,6.0,3.0,0.0,1.0,0.0,0.0,1.8,3.5,4.5,81.0,76.0,76.0,76.0,75.0,68.0,67.0,70.0
156,2008/2009,07/12/08,Everton,Aston Villa,2.0,3.0,A,1.0,1.0,D,M Atkinson,12.0,5.0,7.0,5.0,18.0,16.0,10.0,6.0,2.0,1.0,0.0,0.0,2.62,3.3,2.62,82.0,75.0,78.0,78.0,81.0,81.0,77.0,78.0
157,2008/2009,07/12/08,West Brom,Portsmouth,1.0,1.0,D,1.0,0.0,H,M Dean,14.0,6.0,8.0,3.0,11.0,12.0,3.0,5.0,1.0,2.0,0.0,0.0,2.6,3.2,2.7,68.0,71.0,69.0,71.0,78.0,79.0,76.0,76.0
158,2008/2009,08/12/08,West Ham,Tottenham,0.0,2.0,A,0.0,0.0,D,C Foy,11.0,17.0,4.0,12.0,13.0,16.0,7.0,5.0,2.0,0.0,0.0,0.0,2.7,3.2,2.6,76.0,76.0,76.0,76.0,80.0,80.0,79.0,79.0
159,2008/2009,13/12/08,Aston Villa,Bolton,4.0,2.0,H,2.0,1.0,H,L Probert,16.0,9.0,7.0,5.0,7.0,16.0,10.0,3.0,0.0,1.0,0.0,0.0,1.67,3.5,5.5,81.0,81.0,77.0,78.0,75.0,75.0,72.0,74.0
160,2008/2009,13/12/08,Liverpool,Hull,2.0,2.0,D,2.0,2.0,D,A Wiley,22.0,9.0,10.0,3.0,12.0,8.0,8.0,4.0,3.0,3.0,0.0,0.0,1.33,4.6,10.0,85.0,83.0,80.0,81.0,70.0,68.0,68.0,71.0
161,2008/2009,13/12/08,Man City,Everton,0.0,1.0,A,0.0,0.0,D,M Halsey,7.0,11.0,4.0,4.0,10.0,7.0,5.0,7.0,0.0,1.0,0.0,0.0,2.05,3.3,3.6,82.0,79.0,78.0,79.0,82.0,75.0,78.0,78.0
162,2008/2009,13/12/08,Middlesbrough,Arsenal,1.0,1.0,D,1.0,1.0,D,P Walton,8.0,17.0,3.0,11.0,8.0,11.0,5.0,10.0,0.0,1.0,0.0,0.0,5.0,3.5,1.73,80.0,75.0,73.0,74.0,85.0,83.0,83.0,81.0
163,2008/2009,13/12/08,Stoke,Fulham,0.0,0.0,D,0.0,0.0,D,S Attwell,6.0,9.0,2.0,6.0,16.0,2.0,5.0,6.0,1.0,1.0,0.0,0.0,2.5,3.2,2.88,75.0,68.0,67.0,70.0,80.0,74.0,72.0,74.0
164,2008/2009,13/12/08,Sunderland,West Brom,4.0,0.0,H,3.0,0.0,H,L Mason,16.0,14.0,10.0,6.0,8.0,14.0,1.0,11.0,1.0,2.0,0.0,0.0,2.15,3.3,3.4,78.0,74.0,72.0,75.0,68.0,71.0,69.0,71.0
165,2008/2009,13/12/08,Tottenham,Man United,0.0,0.0,D,0.0,0.0,D,M Dean,11.0,15.0,6.0,12.0,10.0,9.0,4.0,14.0,1.0,1.0,0.0,0.0,4.5,3.5,1.8,80.0,80.0,79.0,79.0,86.0,85.0,84.0,84.0
166,2008/2009,13/12/08,Wigan,Blackburn,3.0,0.0,H,2.0,0.0,H,H Webb,10.0,11.0,5.0,4.0,9.0,14.0,6.0,9.0,1.0,1.0,0.0,0.0,2.05,3.3,3.6,75.0,74.0,71.0,73.0,78.0,76.0,76.0,76.0
167,2008/2009,14/12/08,Chelsea,West Ham,1.0,1.0,D,0.0,1.0,A,M Riley,19.0,4.0,12.0,2.0,13.0,20.0,9.0,4.0,3.0,2.0,0.0,0.0,1.22,5.5,15.0,87.0,85.0,84.0,84.0,76.0,76.0,76.0,76.0
168,2008/2009,14/12/08,Portsmouth,Newcastle,0.0,3.0,A,0.0,0.0,D,C Foy,18.0,10.0,6.0,5.0,15.0,5.0,8.0,5.0,4.0,1.0,0.0,0.0,2.0,3.3,3.8,78.0,79.0,76.0,76.0,81.0,76.0,76.0,76.0
169,2008/2009,20/12/08,Blackburn,Stoke,3.0,0.0,H,3.0,0.0,H,P Walton,10.0,14.0,9.0,4.0,13.0,11.0,3.0,7.0,0.0,2.0,0.0,0.0,1.83,3.4,4.5,78.0,76.0,76.0,76.0,75.0,68.0,67.0,70.0
170,2008/2009,20/12/08,Bolton,Portsmouth,2.0,1.0,H,2.0,1.0,H,M Atkinson,19.0,8.0,10.0,5.0,14.0,16.0,6.0,3.0,1.0,1.0,0.0,0.0,2.2,3.2,3.4,75.0,75.0,72.0,74.0,78.0,79.0,76.0,76.0
171,2008/2009,20/12/08,Fulham,Middlesbrough,3.0,0.0,H,1.0,0.0,H,K Stroud,19.0,12.0,13.0,5.0,12.0,7.0,6.0,4.0,0.0,2.0,0.0,0.0,2.2,3.2,3.4,80.0,74.0,72.0,74.0,80.0,75.0,73.0,74.0
172,2008/2009,20/12/08,Hull,Sunderland,1.0,4.0,A,1.0,1.0,D,M Riley,14.0,15.0,8.0,6.0,20.0,10.0,6.0,6.0,3.0,1.0,1.0,0.0,2.1,3.2,3.6,70.0,68.0,68.0,71.0,78.0,74.0,72.0,75.0
173,2008/2009,20/12/08,West Ham,Aston Villa,0.0,1.0,A,0.0,0.0,D,M Halsey,17.0,10.0,13.0,4.0,7.0,10.0,7.0,6.0,2.0,1.0,0.0,0.0,3.0,3.25,2.38,76.0,76.0,76.0,76.0,81.0,81.0,77.0,78.0
174,2008/2009,21/12/08,Arsenal,Liverpool,1.0,1.0,D,1.0,1.0,D,H Webb,6.0,10.0,3.0,6.0,14.0,17.0,2.0,1.0,3.0,3.0,1.0,0.0,2.38,3.1,3.1,85.0,83.0,83.0,81.0,85.0,83.0,80.0,81.0
175,2008/2009,21/12/08,Newcastle,Tottenham,2.0,1.0,H,1.0,1.0,D,A Marriner,7.0,11.0,4.0,6.0,9.0,7.0,4.0,7.0,3.0,2.0,0.0,0.0,2.5,3.3,2.8,81.0,76.0,76.0,76.0,80.0,80.0,79.0,79.0
176,2008/2009,21/12/08,West Brom,Man City,2.0,1.0,H,0.0,0.0,D,C Foy,12.0,11.0,7.0,7.0,10.0,9.0,5.0,7.0,2.0,1.0,0.0,0.0,3.2,3.25,2.25,68.0,71.0,69.0,71.0,82.0,79.0,78.0,79.0
177,2008/2009,22/12/08,Everton,Chelsea,0.0,0.0,D,0.0,0.0,D,P Dowd,10.0,6.0,8.0,2.0,16.0,12.0,6.0,5.0,0.0,3.0,0.0,1.0,5.0,3.6,1.7,82.0,75.0,78.0,78.0,87.0,85.0,84.0,84.0
178,2008/2009,26/12/08,Aston Villa,Arsenal,2.0,2.0,D,0.0,1.0,A,L Mason,13.0,8.0,9.0,6.0,10.0,10.0,7.0,6.0,4.0,4.0,0.0,0.0,2.5,3.2,2.88,81.0,81.0,77.0,78.0,85.0,83.0,83.0,81.0
179,2008/2009,26/12/08,Chelsea,West Brom,2.0,0.0,H,2.0,0.0,H,R Styles,23.0,6.0,15.0,2.0,7.0,7.0,7.0,5.0,1.0,0.0,0.0,0.0,1.17,6.5,19.0,87.0,85.0,84.0,84.0,68.0,71.0,69.0,71.0
180,2008/2009,26/12/08,Liverpool,Bolton,3.0,0.0,H,1.0,0.0,H,A Wiley,18.0,4.0,8.0,2.0,7.0,12.0,16.0,3.0,1.0,3.0,0.0,0.0,1.36,4.2,11.0,85.0,83.0,80.0,81.0,75.0,75.0,72.0,74.0
181,2008/2009,26/12/08,Man City,Hull,5.0,1.0,H,4.0,0.0,H,A Marriner,23.0,15.0,16.0,11.0,15.0,14.0,8.0,10.0,0.0,4.0,0.0,0.0,1.8,3.4,4.6,82.0,79.0,78.0,79.0,70.0,68.0,68.0,71.0
182,2008/2009,26/12/08,Middlesbrough,Everton,0.0,1.0,A,0.0,0.0,D,M Riley,7.0,11.0,5.0,6.0,28.0,14.0,5.0,8.0,5.0,1.0,0.0,0.0,2.6,3.2,2.75,80.0,75.0,73.0,74.0,82.0,75.0,78.0,78.0
183,2008/2009,26/12/08,Portsmouth,West Ham,1.0,4.0,A,1.0,1.0,D,S Bennett,21.0,16.0,14.0,9.0,14.0,9.0,9.0,5.0,1.0,3.0,0.0,0.0,2.25,3.2,3.3,78.0,79.0,76.0,76.0,76.0,76.0,76.0,76.0
184,2008/2009,26/12/08,Stoke,Man United,0.0,1.0,A,0.0,0.0,D,C Foy,6.0,17.0,3.0,10.0,13.0,7.0,6.0,9.0,4.0,2.0,1.0,0.0,11.0,4.5,1.33,75.0,68.0,67.0,70.0,86.0,85.0,84.0,84.0
185,2008/2009,26/12/08,Sunderland,Blackburn,0.0,0.0,D,0.0,0.0,D,M Atkinson,13.0,7.0,8.0,3.0,5.0,11.0,5.0,2.0,0.0,3.0,0.0,0.0,2.3,3.2,3.2,78.0,74.0,72.0,75.0,78.0,76.0,76.0,76.0
186,2008/2009,26/12/08,Tottenham,Fulham,0.0,0.0,D,0.0,0.0,D,P Walton,14.0,10.0,7.0,7.0,7.0,11.0,4.0,2.0,0.0,1.0,0.0,0.0,1.8,3.4,4.6,80.0,80.0,79.0,79.0,80.0,74.0,72.0,74.0
187,2008/2009,26/12/08,Wigan,Newcastle,2.0,1.0,H,1.0,0.0,H,M Dean,11.0,5.0,5.0,3.0,14.0,11.0,7.0,4.0,2.0,3.0,0.0,1.0,2.2,3.3,3.3,75.0,74.0,71.0,73.0,81.0,76.0,76.0,76.0
188,2008/2009,28/12/08,Arsenal,Portsmouth,1.0,0.0,H,0.0,0.0,D,A Wiley,11.0,4.0,7.0,3.0,9.0,9.0,11.0,2.0,0.0,1.0,0.0,0.0,1.4,4.33,8.5,85.0,83.0,83.0,81.0,78.0,79.0,76.0,76.0
189,2008/2009,28/12/08,Blackburn,Man City,2.0,2.0,D,1.0,0.0,H,H Webb,11.0,13.0,6.0,3.0,14.0,9.0,4.0,3.0,2.0,1.0,0.0,0.0,2.5,3.3,2.75,78.0,76.0,76.0,76.0,82.0,79.0,78.0,79.0
190,2008/2009,28/12/08,Bolton,Wigan,0.0,1.0,A,0.0,1.0,A,P Dowd,14.0,10.0,8.0,7.0,14.0,13.0,8.0,7.0,2.0,3.0,0.0,0.0,2.25,3.25,3.2,75.0,75.0,72.0,74.0,75.0,74.0,71.0,73.0
191,2008/2009,28/12/08,Everton,Sunderland,3.0,0.0,H,2.0,0.0,H,R Styles,10.0,8.0,6.0,5.0,6.0,10.0,8.0,2.0,1.0,4.0,0.0,0.0,1.8,3.5,4.5,82.0,75.0,78.0,78.0,78.0,74.0,72.0,75.0
192,2008/2009,28/12/08,Fulham,Chelsea,2.0,2.0,D,1.0,0.0,H,A Marriner,5.0,19.0,2.0,14.0,9.0,8.0,1.0,7.0,1.0,2.0,0.0,0.0,6.5,3.6,1.57,80.0,74.0,72.0,74.0,87.0,85.0,84.0,84.0
